"ModuleName","ProcedureName","Kind","Visibility","Signature","ReturnType","Parameters","ParameterCount","StartLine","EndLine","CodeLines","CommentLines","CallSiteCount","CallingModules","UsesCurrentDb","UsesExplicitDaoDatabase","UsesPrivateModuleVariables","HasErrorHandling","HasLogging","SideEffects"
"modFwComposerService","GetControlTagForLoadedObject","Function","Private","Private Function GetControlTagForLoadedObject(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String ) As String","String","ByVal objectType As String; ByVal objectName As String; ByVal ControlName As String","3","1067","1084","11","0","4","modFwComposerService","False","False","","True","False",""
"modFwComposerService","SetControlCaptionForLoadedObject","Function","Private","Private Function SetControlCaptionForLoadedObject(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String,     ByVal CaptionValue As String ) As Boolean","Boolean","ByVal objectType As String; ByVal objectName As String; ByVal ControlName As String; ByVal CaptionValue As String","4","1086","1106","12","0","3","modFwComposerService","False","False","","True","False",""
"modFwComposerService","SetControlTagForLoadedObject","Function","Private","Private Function SetControlTagForLoadedObject(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String,     ByVal TagValue As String ) As Boolean","Boolean","ByVal objectType As String; ByVal objectName As String; ByVal ControlName As String; ByVal TagValue As String","4","1108","1128","12","0","4","modFwComposerService","False","False","","True","False",""
"modFwComposerService","ResolveReadableFallbackCaption","Function","Private","Private Function ResolveReadableFallbackCaption(     ByVal translationKey As String,     ByVal currentCaption As String,     ByVal ControlName As String) As String","String","ByVal translationKey As String; ByVal currentCaption As String; ByVal ControlName As String","3","1130","1144","9","0","8","modFwComposerService","False","False","","False","False",""
"modFwComposerService","BuildReadableCaptionFromControlName","Function","Private","Private Function BuildReadableCaptionFromControlName(ByVal ControlName As String) As String","String","ByVal ControlName As String","1","1146","1157","9","0","5","modFwComposerService","False","False","","False","False",""
"modFwComposerService","EnsureTranslationPlaceholderRow","Function","Private","Private Function EnsureTranslationPlaceholderRow(     ByVal db As DAO.Database,     ByVal translationKey As String,     ByVal languageCode As String ) As Boolean","Boolean","ByVal db As DAO.Database; ByVal translationKey As String; ByVal languageCode As String","3","1159","1198","27","0","3","modFwComposerService","False","False","","True","False","DB_MUTATION"
"modFwComposerService","TranslationRowExists","Function","Private","Private Function TranslationRowExists(     ByVal db As DAO.Database,     ByVal translationKey As String,     ByVal languageCode As String ) As Boolean","Boolean","ByVal db As DAO.Database; ByVal translationKey As String; ByVal languageCode As String","3","1200","1227","15","0","6","modFwComposerService; modFwTranslationAuditService","False","False","","True","False",""
"modFwComposerService","SetRecordsetFieldIfExists","Sub","Private","Private Sub SetRecordsetFieldIfExists(     ByVal rs As DAO.Recordset,     ByVal fieldName As String,     ByVal fieldValue As Variant )","","ByVal rs As DAO.Recordset; ByVal fieldName As String; ByVal fieldValue As Variant","3","1229","1250","13","0","3","modFwComposerService","False","False","","True","False",""
"modFwComposerService","GetTranslationModuleCode","Function","Private","Private Function GetTranslationModuleCode(ByVal translationKey As String) As String","String","ByVal translationKey As String","1","1252","1262","9","0","4","modFwComposerService","False","False","","False","False",""
"modFwComposerService","BuildMissingTranslationWhereClause","Function","Private","Private Function BuildMissingTranslationWhereClause(     ByVal objectType As String,     ByVal objectName As String ) As String","String","ByVal objectType As String; ByVal objectName As String","2","1264","1277","7","0","4","modFwComposerService","False","False","","False","False",""
"modFwComposerService","BuildMissingTranslationValueWhereClause","Function","Private","Private Function BuildMissingTranslationValueWhereClause() As String","String","","0","1279","1284","2","0","2","modFwComposerService","False","False","","False","False",""
"modFwComposerService","BuildTranslationScopeWhereClause","Function","Private","Private Function BuildTranslationScopeWhereClause(     ByVal objectType As String,     ByVal objectName As String ) As String","String","ByVal objectType As String; ByVal objectName As String","2","1286","1317","20","0","5","modFwComposerService","False","False","","False","False",""
"modFwComposerService","CountTranslationsByWhereClause","Function","Private","Private Function CountTranslationsByWhereClause(     ByVal db As DAO.Database,     ByVal whereClause As String ) As Long","Long","ByVal db As DAO.Database; ByVal whereClause As String","2","1319","1347","20","0","3","modFwComposerService","False","False","","True","False",""
"modFwComposerService","BuildValidationScopeDescription","Function","Private","Private Function BuildValidationScopeDescription(     ByVal objectType As String,     ByVal objectName As String ) As String","String","ByVal objectType As String; ByVal objectName As String","2","1349","1368","14","0","5","modFwComposerService","False","False","","False","False",""
"modFwComposerService","TableExists","Function","Private","Private Function TableExists(ByVal db As DAO.Database, ByVal tableName As String) As Boolean","Boolean","ByVal db As DAO.Database; ByVal tableName As String","2","1370","1390","15","0","114","modAddressRepository; modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modContactRepository; modDemoDataSeeder; modDocumentCalculationService; modDocumentRepository; modFwComposerService; modFwSetup; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modMigrationPaymentTerms; modMigrationTranslations; modNumberRangeRepository; modOrderRepository; modOutputPathService; modTenantRepository; modUserRepository","False","False","","True","False",""
"modFwControlNamingTool","PreviewNormalizeControls","Sub","Public","Public Sub PreviewNormalizeControls(ByVal objectName As String, Optional ByVal objectType As String = OBJECT_TYPE_FORM)","","ByVal objectName As String; Optional ByVal objectType As String = OBJECT_TYPE_FORM","2","23","25","2","0","0","","False","False","","False","False",""
"modFwControlNamingTool","ApplyNormalizeControls","Sub","Public","Public Sub ApplyNormalizeControls(ByVal objectName As String, Optional ByVal objectType As String = OBJECT_TYPE_FORM)","","ByVal objectName As String; Optional ByVal objectType As String = OBJECT_TYPE_FORM","2","27","29","2","0","0","","False","False","","False","False",""
"modFwControlNamingTool","PascalCaseFromSnake","Function","Public","Public Function PascalCaseFromSnake(ByVal fieldName As String) As String","String","ByVal fieldName As String","1","31","63","26","0","3","modFwControlNamingTool","False","False","","False","False",""
"modFwControlNamingTool","IsGenericAccessLabelName","Function","Public","Public Function IsGenericAccessLabelName(ByVal controlName As String) As Boolean","Boolean","ByVal controlName As String","1","65","75","6","0","2","modFwControlNamingTool","False","False","","False","False",""
"modFwControlNamingTool","GetExpectedControlPrefix","Function","Public","Public Function GetExpectedControlPrefix(ByVal ctl As Access.Control) As String","String","ByVal ctl As Access.Control","1","77","86","9","0","4","modFwControlNamingTool","False","False","","False","False",""
"modFwControlNamingTool","GetAttachedLabel","Function","Public","Public Function GetAttachedLabel(ByVal ctl As Access.Control) As Object","Object","ByVal ctl As Access.Control","1","88","94","4","0","3","modFwControlNamingTool","False","False","","True","False",""
"modFwControlNamingTool","NormalizeControlsInternal","Sub","Private","Private Sub NormalizeControlsInternal(ByVal objectName As String, ByVal objectType As String, ByVal applyChanges As Boolean)","","ByVal objectName As String; ByVal objectType As String; ByVal applyChanges As Boolean","3","96","162","52","0","5","modFwControlNamingTool","False","False","","True","False",""
"modFwControlNamingTool","BuildRenamePlan","Function","Private","Private Function BuildRenamePlan(ByVal target As Object) As Collection","Collection","ByVal target As Object","1","164","255","75","0","3","modFwControlNamingTool","False","False","","True","False",""
"modFwControlNamingTool","ApplyRenamePlan","Function","Private","Private Function ApplyRenamePlan(ByVal target As Object, ByVal plan As Object) As Boolean","Boolean","ByVal target As Object; ByVal plan As Object","2","257","297","32","0","3","modFwControlNamingTool","False","False","","True","False",""
"modFwControlNamingTool","CreateRenamePlan","Function","Private","Private Function CreateRenamePlan() As Object","Object","","0","299","314","14","0","2","modFwControlNamingTool","False","False","","False","False",""
"modFwControlNamingTool","AppendSkipReason","Sub","Private","Private Sub AppendSkipReason(ByVal plan As Object, ByVal reasonText As String)","","ByVal plan As Object; ByVal reasonText As String","2","316","322","6","0","1","modFwControlNamingTool","False","False","","False","False",""
"modFwControlNamingTool","LogRenamePlan","Sub","Private","Private Sub LogRenamePlan(ByVal plan As Object)","","ByVal plan As Object","1","324","349","20","0","1","modFwControlNamingTool","False","False","","False","False",""
"modFwControlNamingTool","ReadableCaptionFromFieldName","Function","Private","Private Function ReadableCaptionFromFieldName(ByVal fieldName As String) As String","String","ByVal fieldName As String","1","351","379","24","0","2","modFwControlNamingTool","False","False","","False","False",""
"modFwControlNamingTool","IsGenericLabelCaption","Function","Private","Private Function IsGenericLabelCaption(ByVal captionText As String, ByVal labelName As String) As Boolean","Boolean","ByVal captionText As String; ByVal labelName As String","2","381","393","7","0","3","modFwControlNamingTool","False","False","","False","False",""
"modFwControlNamingTool","GetControlSourceValue","Function","Private","Private Function GetControlSourceValue(ByVal ctl As Control) As String","String","ByVal ctl As Control","1","395","401","4","0","2","modFwControlNamingTool","False","False","","True","False",""
